Unité urbaine 2020;Libellé géographique de l'unité urbaine 2020;Tranche d'unité urbaine 2020 calculée sur la population 2017;Tranche détaillée d'unité urbaine 2020 calculée sur la population 2017;Type d'unité urbaine;Nombre communes
69202;Mornant;2;21;1;1
69203;Thizy;2;21;1;1
69204;Saint-Germain-au-Mont-d'Or;2;21;2;2
69205;Saint-Étienne-des-Oullières;2;22;2;7
69301;Val d'Oingt;3;31;2;9
69302;Saint-Laurent-de-Mure;3;31;2;2
69303;Tarare;3;32;2;3
69401;L'Arbresle;4;41;2;8
70000;Communes hors unité urbaine du département 70;0;00;0;497
70101;Rioz;1;11;1;1
70102;Plancher-les-Mines;1;12;2;2
70103;Port-sur-Saône;1;12;1;1
70104;Mélisey;1;13;2;3
70105;Saint-Loup-sur-Semouse;1;13;2;2
70106;Fougerolles-Saint-Valbert;1;13;1;1
70201;Champagney-Ronchamp;2;21;2;2
70202;Gray;2;22;2;4
70301;Héricourt;3;31;2;2
70302;Lure;3;31;2;4
70303;Luxeuil-les-Bains;3;31;2;6
70401;Vesoul;4;42;2;8
71000;Communes hors unité urbaine du département 71;0;00;0;481
71101;Buxy;1;11;1;1
71102;Épinac;1;11;1;1
71103;La Roche-Vineuse;1;11;2;3
71104;Saint-Martin-Belle-Roche;1;12;2;2
71105;Verdun-Ciel;1;12;2;3
71106;Charolles;1;12;1;1
71107;La Clayette;1;12;2;3
71108;Marcigny;1;12;2;3
71109;Gergy;1;13;2;2
71110;Sennecey-le-Grand;1;13;1;1
71111;Bourbon-Lancy;1;14;1;1
71201;Givry;2;21;2;2
71202;Cluny;2;21;2;2
71203;Ouroux-sur-Saône;2;21;2;2
71204;Tournus;2;21;1;1
71205;Montchanin;2;21;2;2
71206;Gueugnon;2;21;1;1
71207;Paray-le-Monial;2;22;2;2
71301;Louhans;3;31;2;6
71302;Autun;3;31;1;1
71401;Le Creusot;4;43;2;6
71402;Montceau-les-Mines;4;43;2;5
71501;Chalon-sur-Saône;5;52;2;13
72000;Communes hors unité urbaine du département 72;0;00;0;283
72101;Saint-Georges-du-Bois;1;11;1;1
72102;Brette-les-Pins;1;11;1;1
72103;La Chartre-sur-le-Loir;1;11;2;2
72104;Joué-l'Abbé;1;11;2;2
72105;Trangé;1;11;2;2
72106;Loué;1;12;2;2
72107;Vibraye;1;12;1;1
72108;Noyen-sur-Sarthe;1;12;1;1
72109;Sillé-le-Guillaume;1;12;2;2
72110;Spay;1;12;1;1
72111;Précigné;1;12;1;1
72112;Mayet;1;13;1;1
72113;Cérans-Foulletourte;1;13;1;1
72114;La Bazoge;1;13;1;1
72115;Fresnay-sur-Sarthe;1;13;2;2
72116;Saint-Calais;1;13;2;2
72117;Sainte-Jamme-sur-Sarthe;1;13;2;2
72118;Connerré;1;13;2;2
72119;Le Lude;1;14;1;1
72120;Bonnétable;1;14;2;2
72201;Parigné-l'Évêque;2;21;1;1
72202;Écommoy;2;21;2;2
72203;Mamers;2;21;2;2
72204;La Suze-sur-Sarthe;2;22;2;2
72205;Montval-sur-Loir;2;22;2;2
72206;Champagné;2;22;2;3
72207;Mulsanne;2;21;1;1
72301;La Ferté-Bernard;3;31;2;2
72302;Sablé-sur-Sarthe;3;31;2;2
72303;La Flèche;3;31;1;1
72701;Le Mans;7;71;2;18
73000;Communes hors unité urbaine du département 73;0;00;0;163
73101;Saint-Julien-Mont-Denis;1;11;2;2
73102;La Biolle;1;12;1;1
73103;Saint-Michel-de-Maurienne;1;12;2;2
73104;Yenne;1;12;1;1
73105;Beaufort;1;13;2;3
73106;Modane;1;13;2;2
73107;Grand-Aigueblanche;1;13;1;1
73108;Aime-la-Plagne;1;14;1;1
73109;Moûtiers;1;14;2;2
73110;Saint-Étienne-de-Cuines;1;14;2;6
73111;Saint-Pierre-d'Albigny;1;14;2;2
73201;Montmélian;2;21;2;3
73202;Entrelacs;2;21;1;1
73203;Ugine;2;22;2;3
73204;Saint-Jean-de-Maurienne;2;22;2;4
73205;Bourg-Saint-Maurice;2;22;2;2
73401;Albertville;4;43;2;17
73601;Chambéry;6;62;2;35
74000;Communes hors unité urbaine du département 74;0;00;0;130
74101;Le Grand-Bornand;1;11;1;1
74102;Vulbens;1;11;2;2
74103;Frangy;1;12;2;2
74104;Beaumont;1;12;1;1
74105;Magland;1;13;1;1
74106;Taninges;1;13;1;1
74107;Abondance;1;13;2;3
74108;Groisy;1;13;1;1
74109;Veigy-Foncenex;1;13;1;1
74110;Saint-Paul-en-Chablais;1;13;2;2
74111;Samoëns;1;13;2;3
74112;Cruseilles;1;14;1;1
74113;Morzine;1;14;2;4
74114;Saint-Jeoire;1;14;2;2
74115;Valleiry;1;14;1;1
74201;Saint-Félix;2;21;2;2
74202;Viry;2;21;1;1
74203;Saint-Cergues;2;21;2;3
74204;Perrignier;2;21;2;5
74205;Douvaine;2;21;1;1
74206;Veyrier-du-Lac;2;21;2;3
74207;Messery;2;21;2;4
74208;Bons-en-Chablais;2;21;2;2
74209;Faverges-Seythenex;2;22;2;2
74210;Thônes;2;22;2;4
74301;Chamonix-Mont-Blanc;3;31;2;2
74302;Rumilly;3;32;2;2
74303;Fillière;3;32;2;7
74501;Thonon-les-Bains;5;52;2;13
74502;Cluses;5;52;2;18
74601;Annecy;6;62;2;14
76000;Communes hors unité urbaine du département 76;0;00;0;552
76101;Ymare;1;11;2;2
76102;Sahurs;1;11;2;2
76103;La Neuville-Chant-d'Oisel;1;11;1;1
76104;Jumièges;1;11;2;2
76105;Préaux;1;11;2;2
76106;Yerville;1;11;1;1
76107;Criquetot-l'Esneval;1;12;1;1
76108;Saint-Nicolas-de-la-Taille;1;12;2;2
76109;Fontaine-le-Bourg;1;12;2;2
76110;Criel-sur-Mer;1;12;1;1
76111;Houppeville;1;12;1;1
76112;Saint-Jacques-sur-Darnétal;1;12;1;1
76113;Goderville;1;12;1;1
76114;Doudeville;1;12;2;2
76115;Longueville-sur-Scie;1;13;2;7
76116;Cany-Barville;1;13;1;1
76117;Offranville;1;13;1;1
76118;Arelaune-en-Seine;1;13;2;2
76119;Hautot-sur-Mer;1;13;2;3
76120;Luneray;1;13;2;4
76121;Saint-Saëns;1;13;2;3
76122;Saint-Valery-en-Caux;1;14;1;1
76123;Terres-de-Caux;1;14;1;1
76124;Duclair;1;14;1;1
76125;Rives-en-Seine;1;14;1;1
76126;Forges-les-Eaux;1;14;2;2
76127;Le Trait;1;14;1;1
76201;Saint-Nicolas-d'Aliermont;2;21;2;4
76202;Neufchâtel-en-Bray;2;21;2;2
76203;Saint-Romain-de-Colbosc;2;21;2;3
76204;Gournay-en-Bray;2;22;2;2
76205;Petit-Caux;2;22;1;1
76301;Yvetot;3;32;2;4
76302;Bolbec;3;32;2;5
76303;Barentin;3;32;2;3
76401;Fécamp;4;41;2;2
76402;Lillebonne;4;41;2;4
76403;Dieppe;4;43;2;5
76701;Le Havre;7;71;2;18
77000;Communes hors unité urbaine du département 77;0;00;0;333
77101;Samois-sur-Seine;1;11;1;1
77102;Saint-Augustin;1;11;2;2
77103;Pontcarré;1;11;1;1
77104;Rebais;1;11;1;1
77105;La Chapelle-la-Reine;1;11;1;1
77106;Grisy-Suisnes;1;11;1;1
77107;Saint-Jean-les-Deux-Jumeaux;1;12;2;2
77108;La Grande-Paroisse;1;12;1;1
77109;Évry-Grégy-sur-Yerre;1;12;1;1
77110;Château-Landon;1;12;1;1
77111;Moussy-le-Neuf;1;13;1;1
77112;Boissy-le-Châtel;1;13;1;1
77113;Verneuil-l'Étang;1;13;1;1
77114;Chaumes-en-Brie;1;13;1;1
77115;Saint-Soupplets;1;13;1;1
77116;Annet-sur-Marne;1;13;1;1
77117;Donnemarie-Dontilly;1;13;2;2
77118;Chauconin-Neufmontiers;1;13;1;1
77119;Bray-sur-Seine;1;13;2;3
77120;Villevaudé;1;13;2;2
77121;Longueville;1;13;2;2
77122;Rozay-en-Brie;1;13;2;2
77123;Chailly-en-Bière;1;13;2;3
77124;Chevry-Cossigny;1;13;1;1
77125;Guignes;1;14;1;1
77126;Jouarre;1;14;1;1
77127;Le Châtelet-en-Brie;1;14;1;1
77128;Saâcy-sur-Marne;1;14;2;5
77129;Lizy-sur-Ourcq;1;14;2;2
77130;Mormant;1;14;1;1
77201;Coubert;2;21;2;3
77202;Bourron-Marlotte;2;21;2;2
77203;Fontenay-Trésigny;2;21;1;1
77204;Othis;2;21;1;1
77205;La Ferté-Gaucher;2;21;2;2
77206;Saint-Pathus;2;22;2;2
77207;Nangis;2;22;1;1
77208;Bois-le-Roi;2;22;2;3
77301;La Ferté-sous-Jouarre;3;31;2;3
77302;Claye-Souilly;3;31;1;1
77303;Provins;3;31;2;3
77304;Dammartin-en-Goële;3;32;2;3
77305;Gretz-Armainvilliers;3;32;2;2
77306;Brie-Comte-Robert;3;32;1;1
77401;Nemours;4;41;2;4
77402;Coulommiers;4;42;2;6
77403;Champagne-sur-Seine;4;42;2;5
77404;Montereau-Fault-Yonne;4;42;2;4
77405;Fontainebleau;4;43;2;5
77501;Bailly-Romainvilliers;5;51;2;14
77502;Meaux;5;52;2;7
78000;Communes hors unité urbaine du département 78;0;00;0;128
78101;Bouafle;1;11;1;1
78102;Septeuil;1;12;2;2
78103;Orgerus;1;12;2;2
78104;Feucherolles;1;12;1;1
78105;Ablis;1;13;1;1
78106;Ecquevilly;1;14;1;1
78107;Houdan;1;14;2;2
78108;Garancières-La Queue-les-Yvelines;1;14;2;3
78109;Saint-Rémy-l'Honoré;1;13;2;3
78201;Montfort-l'Amaury;2;21;2;3
78202;Saint-Arnoult-en-Yvelines;2;21;1;1
78203;Rosny-sur-Seine;2;21;1;1
78204;Le Perray-en-Yvelines;2;21;1;1
78205;Beynes;2;22;1;1
78206;Les Essarts-le-Roi;2;22;2;2
78301;Aubergenville;3;31;2;2
78302;Bonnières-sur-Seine;3;31;2;7
78303;Noisy-le-Roi;3;32;2;3
78401;Épône;4;41;2;7
78402;Rambouillet;4;42;1;1
79000;Communes hors unité urbaine du département 79;0;00;0;215
79101;Prahecq;1;11;1;1
79102;Coulon;1;11;1;1
79103;Coulonges-sur-l'Autize;1;11;1;1
79104;Chef-Boutonne;1;12;1;1
79105;Magné;1;12;1;1
79106;Mauzé-sur-le-Mignon;1;12;1;1
79107;Frontenay-Rohan-Rohan;1;12;1;1
79108;Celles-sur-Belle;1;13;1;1
79109;Airvault;1;13;2;2
79201;Moncoutant-sur-Sèvre;2;21;1;1
79202;Échiré;2;21;2;2
79203;Nueil-les-Aubiers;2;21;1;1
79204;La Crèche;2;21;1;1
79205;Cerizay;2;21;2;2
79206;Melle;2;21;1;1
79207;Mauléon;2;22;1;1
79301;Saint-Maixent-l'École;3;31;2;4
79302;Thouars;3;32;2;4
79303;Parthenay;3;32;2;5
79304;Bressuire;3;32;1;1
79501;Niort;5;52;2;4
80000;Communes hors unité urbaine du département 80;0;00;0;692
80101;Flesselles;1;11;1;1
80102;Chaulnes;1;11;1;1
80103;Beauval;1;11;1;1
80104;Vignacourt;1;11;1;1
80105;Airaines;1;11;1;1
80106;Poix-de-Picardie;1;11;1;1
80107;Cayeux-sur-Mer;1;11;1;1
80108;Béthencourt-sur-Mer;1;12;2;4
80109;Saint-Valery-sur-Somme;1;12;1;1
80110;Longpré-les-Corps-Saints;1;12;2;3
80111;Nesle;1;12;2;2
80112;Rue;1;13;1;1
80113;Ailly-sur-Noye;1;13;2;2
80114;Rosières-en-Santerre;1;13;2;2
80115;Flixecourt;1;13;2;2
80116;Villers-Bretonneux;1;14;1;1
80117;Moreuil;1;14;2;2
80118;Feuquières-en-Vimeu-Fressenneville;1;14;2;2
80201;Ailly-sur-Somme;2;21;2;3
80202;Roye;2;21;1;1
80203;Montdidier;2;21;2;2
80204;Doullens;2;21;2;2
80205;Friville-Escarbotin;2;21;2;4
80206;Ham;2;22;2;3
80207;Saint-Léger-lès-Domart;2;22;2;7
80208;Corbie;2;22;2;2
80209;Péronne;2;22;2;3
80210;Albert;2;22;1;1
80401;Abbeville;4;42;2;5
80601;Amiens;6;62;2;11
81000;Communes hors unité urbaine du département 81;0;00;0;264
81101;Saint-Amans-Soult;1;11;2;2
81102;Lacaune;1;11;1;1
81103;Réalmont;1;13;1;1
81104;Lisle-sur-Tarn;1;14;1;1
81201;Labruguière;2;21;1;1
81202;Marssac-sur-Tarn;2;21;2;4
81203;Rabastens;2;22;2;2
81204;Saint-Sulpice;2;22;1;1
81301;Lavaur;3;31;2;2
81302;Graulhet;3;31;2;2
81303;Carmaux;3;32;2;7
81304;Gaillac;3;32;2;3
81401;Mazamet;4;41;2;6
81501;Castres;5;51;2;8
81502;Albi;5;52;2;9
82000;Communes hors unité urbaine du département 82;0;00;0;155
82101;Septfonds;1;11;1;1
82102;Saint-Nicolas-de-la-Grave;1;11;1;1
82103;Lafrançaise;1;13;2;2
82104;La Ville-Dieu-du-Temple;1;13;1;1
82105;Dieupentale;1;13;2;2
82106;Albias;1;13;1;1
82107;Meauzac;1;13;2;3
82108;Beaumont-de-Lomagne;1;13;1;1
82109;Verdun-sur-Garonne;1;14;1;1
82201;Nègrepelisse;2;21;1;1
82202;Montech;2;21;1;1
82203;Valence;2;22;2;4
82204;Caussade;2;22;2;2
82301;Labastide-Saint-Pierre;3;31;2;6
82401;Castelsarrasin;4;42;2;2
82501;Montauban;5;52;2;9
83000;Communes hors unité urbaine du département 83;0;00;0;53
83101;Plan-d'Aups-Sainte-Baume;1;11;1;1
83102;Aups;1;11;1;1
83103;La Roquebrussanne;1;11;1;1
83104;Seillons-Source-d'Argens;1;11;1;1
83105;Figanières;1;12;1;1
83106;Bras;1;12;1;1
83107;Néoules;1;12;1;1
83108;Les Adrets-de-l'Estérel;1;12;1;1
83109;Bagnols-en-Forêt;1;12;1;1
83110;Le Plan-de-la-Tour;1;12;1;1
83111;Signes;1;12;1;1
83112;Régusse;1;12;2;2
83113;Barjols;1;12;1;1
83114;Carcès;1;13;1;1
83115;Cotignac;1;13;2;2
83116;Flassans-sur-Issole;1;13;1;1
83117;Callas;1;13;2;3
83118;Rians;1;14;1;1
83119;Vinon-sur-Verdon;1;14;1;1
83120;Puget-Ville;1;14;1;1
83121;Nans-les-Pins;1;14;1;1
83122;Forcalqueiret;1;14;2;2
83201;Tourves;2;21;1;1
83202;Rocbaron;2;21;1;1
83203;Pourrières;2;21;1;1
83204;Garéoult;2;21;1;1
83205;Pierrefeu-du-Var;2;21;1;1
83206;Salernes;2;21;2;3
83207;Saint-Tropez;2;22;2;3
83208;Lorgues;2;22;1;1
83209;Montauroux;2;22;2;2
83301;La Londe-les-Maures;3;31;1;1
83302;Cavalaire-sur-Mer;3;31;2;2
83303;Fayence;3;31;2;3
83304;Cogolin;3;31;1;1
83305;Vidauban;3;31;1;1
83306;Roquebrune-sur-Argens;3;31;1;1
83307;Bormes-les-Mimosas-Le Lavandou;3;31;2;3
83308;Gonfaron;3;32;2;4
83309;Le Luc;3;32;2;2
83310;Saint-Maximin-la-Sainte-Baume;3;32;1;1
83311;Sainte-Maxime;3;32;2;2
83401;Brignoles;4;41;2;3
83501;Draguignan;5;51;2;6
83502;Fréjus;5;52;2;3
84000;Communes hors unité urbaine du département 84;0;00;0;71
84101;Mérindol;1;11;1;1
84102;La Motte-d'Aigues;1;11;2;2
84103;Sainte-Cécile-les-Vignes;1;12;1;1
84104;Sérignan-du-Comtat;1;12;1;1
84105;Bédoin;1;13;1;1
84106;Villelaure;1;13;1;1
84107;Saint-Saturnin-lès-Apt;1;13;2;2
84108;Mondragon;1;13;1;1
84109;Lapalud;1;13;1;1
84110;Malaucène;1;14;2;3
84111;Caumont-sur-Durance;1;14;1;1
84201;La Tour-d'Aigues;2;21;2;2
84202;Camaret-sur-Aigues;2;21;2;2
84203;Piolenc;2;22;2;2
84204;Vaison-la-Romaine;2;22;2;4
84205;Valréas;2;22;1;1
84301;Cadenet;3;31;2;5
84302;Bollène;3;31;1;1
84303;Apt;3;32;2;3
84401;Pertuis;4;41;1;1
85000;Communes hors unité urbaine du département 85;0;00;0;174
85101;Moutiers-les-Mauxfaits;1;11;1;1
85102;Saint-Mathurin;1;11;1;1
85103;Saint-Michel-en-l'Herm;1;11;1;1
85104;Landevieille;1;11;2;2
85105;Longeville-sur-Mer;1;11;1;1
85106;L'Île-d'Olonne;1;12;1;1
85107;L'Aiguillon-la-Presqu'île;1;12;1;1
85108;Mareuil-sur-Lay-Dissais;1;12;1;1
85109;Angles;1;12;1;1
85110;Les Epesses;1;12;1;1
85111;Nesmy;1;12;1;1
85112;La Tranche-sur-Mer;1;12;1;1
85113;Saint-Jean-d'Hermine;1;13;1;1
85114;L'Épine;1;12;2;2
85115;La Gaubretière;1;13;1;1
85116;L'Herbergement;1;13;1;1
85117;Coëx;1;13;1;1
85118;Treize-Septiers;1;13;1;1
85119;Rocheservière;1;13;1;1
85120;Bournezeau;1;13;1;1
85121;Saint-Philbert-de-Bouaine;1;13;1;1
85122;Les Lucs-sur-Boulogne;1;13;1;1
85123;Commequiers;1;13;1;1
85124;Chavagnes-en-Paillers;1;13;1;1
85125;Saint-Laurent-sur-Sèvre;1;13;1;1
85126;La Chaize-le-Vicomte;1;13;1;1
85127;Saint-Fulgent;1;13;1;1
85128;La Châtaigneraie;1;14;2;2
85129;Beauvoir-sur-Mer;1;13;1;1
85130;La Bruffière;1;13;1;1
85131;Jard-sur-Mer;1;13;2;2
85132;Benet;1;14;1;1
85133;Dompierre-sur-Yon;1;14;1;1
85134;Venansault;1;14;1;1
85135;Noirmoutier-en-l'Île;1;14;1;1
85136;L'Île-d'Yeu;1;14;1;1
85137;Mouilleron-le-Captif;1;14;1;1
85138;La Garnache;1;14;1;1
85139;Sainte-Florence;1;11;2;2
85201;Les Achards;2;21;1;1
85202;La Ferrière;2;21;1;1
85203;Pouzauges;2;21;1;1
85204;Chanverrie;2;21;1;1
85205;Mortagne-sur-Sèvre;2;21;1;1
85206;Bellevigny;2;21;1;1
85207;Sèvremont;2;21;1;1
85208;Aubigny-Les Clouzeaux;2;21;1;1
85209;Bretignolles-sur-Mer;2;22;2;2
85210;Talmont-Saint-Hilaire;2;22;1;1
85211;Chantonnay;2;22;1;1
85212;Le Poiré-sur-Vie;2;22;1;1
85213;Essarts-en-Bocage;2;21;1;1
85214;Aizenay;2;22;1;1
85215;Luçon;2;22;1;1
85301;Les Herbiers;3;32;1;1
85302;Fontenay-le-Comte;3;32;2;4
85401;Montaigu-Vendée;4;41;1;1
85402;Challans;4;42;2;3
85403;Saint-Hilaire-de-Riez;4;43;2;7
85404;Les Sables-d'Olonne;4;44;1;1
85501;La Roche-sur-Yon;5;51;1;1
86000;Communes hors unité urbaine du département 86;0;00;0;224
86101;Quinçay;1;11;1;1
86102;Mirebeau;1;11;1;1
86103;Lencloître;1;11;1;1
86104;Lusignan;1;12;1;1
86105;Saint-Julien-l'Ars;1;12;1;1
86106;Nieuil-l'Espoir;1;12;1;1
86107;Nouaillé-Maupertuis;1;12;1;1
86108;Iteuil;1;12;1;1
86109;Dangé-Saint-Romain;1;12;1;1
86110;Gençay;1;13;2;2
86111;Lussac-les-Châteaux;1;13;2;2
86112;Montamisé;1;13;1;1
86113;Vouillé;1;13;1;1
86114;Civray;1;13;2;2
86115;Saint-Georges-lès-Baillargeaux;1;14;1;1
86116;Vivonne;1;14;1;1
86117;Mignaloux-Beauvoir;1;14;1;1
86118;Fontaine-le-Comte;1;14;2;2
86201;Neuville-de-Poitou;2;21;1;1
86202;Montmorillon;2;21;1;1
86203;Ligugé;2;21;2;2
86204;Loudun;2;21;1;1
86205;Chauvigny;2;22;1;1
86401;Châtellerault;4;44;2;4
86601;Poitiers;6;61;2;8
87000;Communes hors unité urbaine du département 87;0;00;0;173
87101;Bosmie-l'Aiguille;1;12;1;1
87102;Saint-Priest-Taurion;1;12;1;1
87103;Rochechouart;1;13;1;1
87104;Saint-Léonard-de-Noblat;1;14;1;1
87105;Rilhac-Rancon;1;14;1;1
87106;Bellac;1;14;2;2
87201;Ambazac;2;21;1;1
87202;Saint-Yrieix-la-Perche;2;21;1;1
87203;Aixe-sur-Vienne;2;22;2;2
87301;Saint-Junien;3;31;1;1
87601;Limoges;6;62;2;10
88000;Communes hors unité urbaine du département 88;0;00;0;408
88101;Liffol-le-Grand;1;11;1;1
88102;Vincey;1;11;1;1
88103;Pouxeux;1;11;2;2
88104;Granges-Aumontzey;1;12;1;1
88105;Arches;1;12;2;2
88106;Ban-de-Laveline;1;12;2;6
88107;Contrexéville;1;13;1;1
88108;Uxegney;1;13;2;2
88109;Nomexy;1;13;2;2
88110;Le Val-d'Ajol;1;13;1;1
88111;Bruyères;1;14;2;3
88201;Vittel;2;21;1;1
88202;Rambervillers;2;21;2;2
88203;Charmes;2;21;2;3
88204;Neufchâteau;2;21;1;1
88205;Mirecourt;2;22;2;4
88206;Gérardmer;2;22;2;2
88301;Moyenmoutier;3;31;2;6
88302;La Bresse;3;31;2;4
88303;Vagney;3;31;2;10
88304;Le Thillot;3;32;2;8
88401;Remiremont;4;41;2;6
88402;Saint-Dié-des-Vosges;4;44;2;16
88501;Épinal;5;51;2;12
89000;Communes hors unité urbaine du département 89;0;00;0;395
89101;Champigny;1;11;1;1
89102;Chablis;1;11;1;1
89103;Toucy;1;12;1;1
89104;Saint-Julien-du-Sault;1;12;2;2
89105;Appoigny;1;13;1;1
89106;Brienon-sur-Armançon;1;13;1;1
89107;Pont-sur-Yonne;1;13;1;1
89108;Villeneuve-la-Guyard;1;13;1;1
89109;Saint-Florentin;1;14;1;1
89201;Tonnerre;2;21;2;2
89202;Villeneuve-sur-Yonne;2;21;1;1
89203;Avallon;2;21;1;1
89204;Joigny;2;22;1;1
89301;Migennes;3;31;2;4
89401;Sens;4;43;2;6
89402;Auxerre;4;44;2;3
90000;Communes hors unité urbaine du département 90;0;00;0;60
90101;Rougemont-le-Château;1;11;2;4
90102;Roppe;1;11;2;4
90103;Étueffont;1;12;2;4
90201;Giromagny;2;21;2;4
90301;Delle (partie française);3;31;5;3
91000;Communes hors unité urbaine du département 91;0;00;0;72
91101;Pussay;1;11;1;1
91102;Vert-le-Grand;1;11;1;1
91103;Maisse;1;12;1;1
91104;Vert-le-Petit;1;12;1;1
91105;Briis-sous-Forges;1;13;1;1
91106;Boissy-sous-Saint-Yon;1;13;1;1
91107;Tigery;1;14;1;1
91108;Angerville;1;14;1;1
91201;Boutigny-sur-Essonne;2;21;2;4
91202;Milly-la-Forêt;2;21;2;2
91203;Le Mérévillois;2;21;2;3
91204;Saint-Chéron;2;21;2;2
91205;Marolles-en-Hurepoix;2;21;2;2
91206;La Ferté-Alais;2;22;2;4
91301;Limours;3;31;2;2
91302;Dourdan;3;31;2;2
91303;Ballancourt-sur-Essonne;3;32;2;3
91304;Étréchy;3;32;2;6
91401;Étampes;4;43;2;3
95000;Communes hors unité urbaine du département 95;0;00;0;88
95101;Saint-Witz;1;11;1;1
95102;Vémars;1;11;1;1
95103;Saint-Martin-du-Tertre;1;12;1;1
95104;Belloy-en-France;1;12;2;2
95105;Marines;1;13;1;1
95106;Presles;1;13;1;1
95107;Bruyères-sur-Oise;1;14;1;1
95108;Ennery;1;11;1;1
95201;Menucourt;2;21;1;1
95202;Magny-en-Vexin;2;21;2;2
95203;Montsoult;2;22;2;3
95301;Louvres;3;31;2;2
95302;Viarmes;3;32;2;5
95303;Fosses;3;32;2;3
9A000;Communes hors unité urbaine du département 971;0;00;0;6
9A101;Anse-Bertrand;1;14;1;1
9A201;Grand-Bourg;2;21;1;1
9A202;Port-Louis;2;21;1;1
9A203;Pointe-Noire;2;21;1;1
9A204;Bouillante;2;22;1;1
9A301;Sainte-Rose;3;32;1;1
9A401;Capesterre-Belle-Eau;4;42;2;2
9A501;Basse-Terre;5;51;2;7
9A701;Pointe-à-Pitre-Les Abymes;7;71;2;11
9B000;Communes hors unité urbaine du département 972;0;00;0;8
9B101;Basse-Pointe;1;13;1;1
9B102;Le Carbet;1;13;1;1
9B103;Saint-Pierre;1;14;1;1
9B201;Le Morne-Rouge;2;21;1;1
9B202;Le Diamant;2;21;1;1
9B203;Le Lorrain;2;21;1;1
9B204;Les Trois-Îlets;2;22;1;1
9B401;Sainte-Marie;4;43;2;3
9B402;Le Lamentin;4;43;1;1
9B601;Fort-de-France;6;61;2;4
9B602;Le Robert;6;61;2;11
9C000;Communes hors unité urbaine du département 973;0;00;0;12
9C101;Sinnamary;1;12;1;1
9C102;Saint-Georges;1;14;1;1
9C301;Mana;3;31;1;1
9C302;Maripasoula;3;31;1;1
9C303;Macouria;3;31;1;1
9C401;Kourou;4;42;1;1
9C402;Saint-Laurent-du-Maroni;4;44;1;1
9C601;Cayenne;6;61;2;3
9D000;Communes hors unité urbaine du département 974;0;00;0;2
9D201;Cilaos;2;21;1;1
9D202;Sainte-Rose;2;21;1;1
9D203;La Plaine-des-Palmistes;2;21;1;1
9D204;Les Trois-Bassins;2;22;1;1
9D301;Bras-Panon;3;31;1;1
9D401;Sainte-Suzanne;4;41;1;1
9D402;L'Étang-Salé;4;42;2;2
9D403;Saint-Leu;4;43;1;1
9D404;Saint-Benoît;4;43;1;1
9D405;Saint-Joseph;4;44;2;2
9D501;Saint-Louis;5;51;1;1
9D502;Saint-André;5;51;1;1
9D601;Saint-Pierre;6;62;2;3
9D602;Saint-Paul;6;62;2;3
9D603;Saint-Denis;6;62;2;2
9F201;Acoua;2;21;1;1
9F202;Kani-Kéli;2;21;1;1
9F203;Bouéni;2;21;1;1
9F204;M'Tsangamouji;2;21;1;1
9F205;Mtsamboro;2;22;1;1
9F206;Chiconi;2;22;1;1
9F207;Chirongui;2;22;1;1
9F301;Ouangani;3;31;1;1
9F302;Bandrele;3;31;1;1
9F303;Sada;3;31;1;1
9F304;Tsingoni;3;31;1;1
9F305;Bandraboua;3;31;1;1
9F306;Dembeni;3;32;1;1
9F401;Dzaoudzi;4;42;2;2
9F601;Mamoudzou;6;61;2;2